
 ----------------------------------------------

    SimVascular Fluid-Structure Interaction
                  (svFSI v8)

 ----------------------------------------------

 This program comes with ABSOLUTELY NO WARRANTY
 Compiled on 02-23-2019

 Running in parallel with 24 tasks
 Number of meshes: 1
 Reading mesh <msh>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-complete.mesh.vtu>
 Checking IEN array structure for mesh <msh>
 Make sure nodes in elements are arranged 1-4 on
      one face and 5-8 on the opposite face
 Number of available faces: 6
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/X0.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/X1sym.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/Y0.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/Y1sym.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/Z0.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/Z1.vtp>
 Number of nodes: 18786
 Number of elements: 15000
 Loading fiber directions
 Mesh data imported successfully
 Domain size X: 0.000000 1.500000
 Domain size Y: 0.000000 2.500E-1
 Domain size Z: 0.000000 5.000000
 Number of equations: 1
 Using preconditioner: Trilinos-ILUT
 Number of imposed BC for equation <vms_struct>: 5
 Configuration is completed successfully
 ParMETIS partitioned the mesh by cutting 2773 elements
 Constructing stiffness matrix sparse structure
 Total number of non-zeros in the LHS matrix: 465966
 Initializing state variables to zero
 Volume of domain 1.874999
 Area of face <X0> is 1.249999
 Area of face <X1s> is 1.250000
 Area of face <Y0> is 7.500000
 Area of face <Y1s> is 7.500000
 Area of face <Z0> is 3.749E-1
 Area of face <Z1> is 3.749E-1

----------------------------------------------------------
Eq     N-i     T      dB   Ri/R0    R/Ri     lsIt  dB  %t
----------------------------------------------------------
 New time step size: 1.000E-4
ST  2757-2  1.16E4  [ -73 1.16E-5 9.76E-7]  [  97 -58  88]
ST  2757-3  1.16E4  [-186 2.6E-11 7.96E-7]  [ 113 -11  91]
ST  2758-1  1.16E4  [   0 5.80E-2 9.70E-7]  [  80 -24  87]
ST  2758-2  1.16E4  [ -73 1.16E-5 9.62E-7]  [  97 -58  88]
ST  2758-3  1.16E4  [-186 2.6E-11 9.65E-7]  [ 112 -10  91]
ST  2759-1  1.16E4  [   0 5.79E-2 9.73E-7]  [  80 -24  87]
ST  2759-2  1.16E4  [ -73 1.16E-5 9.74E-7]  [  97 -58  88]
ST  2759-3  1.16E4  [-187 2.5E-11 9.46E-7]  [ 113 -10  91]
ST  2760-1  1.16E4  [   0 5.79E-2 9.74E-7]  [  80 -24  87]
ST  2760-2  1.16E4  [ -73 1.16E-5 9.67E-7]  [  97 -58  88]
ST  2760-3s 1.16E4  [-187 2.5E-11 9.93E-7]  [ 111  -9  91]
ST  2761-1  1.16E4  [   0 5.79E-2 9.71E-7]  [  80 -24  49]
ST  2761-2  1.16E4  [ -73 1.16E-5 9.40E-7]  [  97 -58  89]
ST  2761-3  1.16E4  [-187 2.5E-11 9.56E-7]  [ 109  -8  91]
ST  2762-1  1.16E4  [   0 5.79E-2 9.78E-7]  [  80 -24  87]
ST  2762-2  1.16E4  [ -73 1.16E-5 9.83E-7]  [  97 -58  88]
ST  2762-3  1.17E4  [-187 2.5E-11 8.85E-7]  [ 113 -11  91]
ST  2763-1  1.17E4  [   0 5.79E-2 9.78E-7]  [  80 -24  87]
ST  2763-2  1.17E4  [ -73 1.15E-5 9.97E-7]  [  97 -58  88]
ST  2763-3  1.17E4  [-186 2.5E-11 8.77E-7]  [ 113 -11  91]
ST  2764-1  1.17E4  [   0 5.79E-2 9.78E-7]  [  80 -24  87]
ST  2764-2  1.17E4  [ -73 1.15E-5 9.42E-7]  [  97 -58  88]
ST  2764-3  1.17E4  [-186 2.6E-11 8.94E-7]  [ 111 -10  91]
ST  2765-1  1.17E4  [   0 5.79E-2 9.73E-7]  [  80 -24  87]
ST  2765-2  1.17E4  [ -73 1.15E-5 9.49E-7]  [  97 -58  88]
ST  2765-3  1.17E4  [-187 2.5E-11 9.44E-7]  [ 112 -10  91]
ST  2766-1  1.17E4  [   0 5.79E-2 9.77E-7]  [  80 -24  87]
ST  2766-2  1.17E4  [ -73 1.15E-5 9.99E-7]  [  96 -57  88]
ST  2766-3  1.17E4  [-187 2.5E-11 9.05E-7]  [ 116 -12  91]
ST  2767-1  1.17E4  [   0 5.78E-2 9.75E-7]  [  80 -24  87]
ST  2767-2  1.17E4  [ -73 1.15E-5 9.86E-7]  [  96 -58  88]
ST  2767-3  1.17E4  [-187 2.5E-11 9.54E-7]  [ 115 -11  91]
ST  2768-1  1.17E4  [   0 5.78E-2 9.75E-7]  [  80 -24  87]
ST  2768-2  1.17E4  [ -73 1.15E-5 9.92E-7]  [  96 -58  88]
ST  2768-3  1.17E4  [-187 2.5E-11 9.88E-7]  [ 115 -11  92]
ST  2769-1  1.17E4  [   0 5.78E-2 9.78E-7]  [  80 -24  87]
ST  2769-2  1.17E4  [ -73 1.15E-5 9.97E-7]  [  95 -58  88]
ST  2769-3  1.17E4  [-187 2.5E-11 9.37E-7]  [ 113  -9  91]
ST  2770-1  1.17E4  [   0 5.78E-2 9.81E-7]  [  80 -24  87]
ST  2770-2  1.17E4  [ -73 1.15E-5 9.41E-7]  [  97 -58  88]
ST  2770-3s 1.17E4  [-187 2.5E-11 8.83E-7]  [ 112 -11  91]
ST  2771-1  1.17E4  [   0 5.78E-2 9.77E-7]  [  80 -24  49]
ST  2771-2  1.17E4  [ -73 1.15E-5 9.88E-7]  [  96 -58  88]
ST  2771-3  1.17E4  [-187 2.5E-11 9.27E-7]  [ 116 -12  91]
ST  2772-1  1.17E4  [   0 5.78E-2 9.74E-7]  [  80 -24  87]
ST  2772-2  1.17E4  [ -73 1.15E-5 9.47E-7]  [  96 -58  88]
ST  2772-3  1.17E4  [-187 2.5E-11 9.44E-7]  [ 114 -11  91]
ST  2773-1  1.17E4  [   0 5.78E-2 9.71E-7]  [  80 -24  87]
ST  2773-2  1.17E4  [ -73 1.15E-5 9.98E-7]  [  97 -57  88]
ST  2773-3  1.17E4  [-187 2.5E-11 9.33E-7]  [ 114 -11  91]
ST  2774-1  1.17E4  [   0 5.78E-2 9.73E-7]  [  80 -24  87]
ST  2774-2  1.17E4  [ -73 1.15E-5 9.80E-7]  [  97 -58  88]
ST  2774-3  1.17E4  [-187 2.5E-11 9.73E-7]  [ 112 -10  91]
ST  2775-1  1.17E4  [   0 5.77E-2 9.76E-7]  [  80 -24  87]
ST  2775-2  1.17E4  [ -74 1.15E-5 9.41E-7]  [  97 -58  90]
ST  2775-3  1.17E4  [-187 2.5E-11 9.49E-7]  [ 112 -11  91]
ST  2776-1  1.17E4  [   0 5.77E-2 9.78E-7]  [  80 -24  87]
ST  2776-2  1.17E4  [ -74 1.15E-5 9.51E-7]  [  97 -58  88]
ST  2776-3  1.17E4  [-187 2.5E-11 8.88E-7]  [ 113 -12  91]
ST  2777-1  1.17E4  [   0 5.77E-2 9.77E-7]  [  80 -24  87]
ST  2777-2  1.17E4  [ -74 1.15E-5 9.90E-7]  [  96 -58  88]
ST  2777-3  1.17E4  [-186 2.5E-11 9.69E-7]  [ 115 -12  91]
ST  2778-1  1.17E4  [   0 5.77E-2 9.79E-7]  [  80 -24  87]
ST  2778-2  1.17E4  [ -74 1.15E-5 9.77E-7]  [  97 -58  88]
ST  2778-3  1.17E4  [-187 2.5E-11 8.83E-7]  [ 113 -11  91]
ST  2779-1  1.17E4  [   0 5.77E-2 9.75E-7]  [  80 -24  87]
ST  2779-2  1.17E4  [ -74 1.15E-5 9.88E-7]  [  97 -58  88]
ST  2779-3  1.17E4  [-186 2.5E-11 8.24E-7]  [ 113 -12  91]
ST  2780-1  1.17E4  [   0 5.77E-2 9.73E-7]  [  80 -24  87]
ST  2780-2  1.17E4  [ -74 1.14E-5 9.41E-7]  [  97 -58  88]
ST  2780-3s 1.17E4  [-186 2.5E-11 8.86E-7]  [ 111 -10  91]
ST  2781-1  1.17E4  [   0 5.77E-2 9.71E-7]  [  80 -24  48]
ST  2781-2  1.17E4  [ -74 1.14E-5 9.98E-7]  [  96 -58  88]
ST  2781-3  1.17E4  [-187 2.5E-11 9.66E-7]  [ 115 -12  91]
ST  2782-1  1.17E4  [   0 5.77E-2 9.77E-7]  [  80 -24  87]
ST  2782-2  1.17E4  [ -74 1.14E-5 9.68E-7]  [  97 -58  89]
ST  2782-3  1.17E4  [-186 2.6E-11 9.36E-7]  [ 113 -10  91]
ST  2783-1  1.17E4  [   0 5.76E-2 9.77E-7]  [  80 -24  87]
ST  2783-2  1.17E4  [ -74 1.14E-5 9.74E-7]  [  97 -58  88]
ST  2783-3  1.17E4  [-186 2.6E-11 9.69E-7]  [ 112  -9  91]
ST  2784-1  1.17E4  [   0 5.76E-2 9.78E-7]  [  80 -24  87]
ST  2784-2  1.17E4  [ -74 1.14E-5 9.85E-7]  [  96 -58  88]
ST  2784-3  1.17E4  [-187 2.5E-11 9.48E-7]  [ 114 -11  91]
ST  2785-1  1.17E4  [   0 5.76E-2 9.81E-7]  [  80 -24  87]
ST  2785-2  1.17E4  [ -74 1.14E-5 9.66E-7]  [  97 -58  88]
ST  2785-3  1.17E4  [-187 2.5E-11 9.24E-7]  [ 112 -11  91]
ST  2786-1  1.18E4  [   0 5.76E-2 9.79E-7]  [  80 -24  87]
ST  2786-2  1.18E4  [ -74 1.14E-5 9.98E-7]  [  97 -58  88]
ST  2786-3  1.18E4  [-187 2.5E-11 9.29E-7]  [ 113 -11  91]
ST  2787-1  1.18E4  [   0 5.76E-2 9.79E-7]  [  80 -24  87]
ST  2787-2  1.18E4  [ -74 1.14E-5 9.62E-7]  [  97 -58  88]
ST  2787-3  1.18E4  [-187 2.5E-11 9.84E-7]  [ 111  -9  91]
ST  2788-1  1.18E4  [   0 5.76E-2 9.78E-7]  [  80 -24  87]
ST  2788-2  1.18E4  [ -74 1.14E-5 9.98E-7]  [  97 -58  88]
ST  2788-3  1.18E4  [-187 2.5E-11 8.90E-7]  [ 113 -11  91]
ST  2789-1  1.18E4  [   0 5.76E-2 9.80E-7]  [  80 -24  87]
ST  2789-2  1.18E4  [ -74 1.14E-5 9.86E-7]  [  97 -58  88]
ST  2789-3  1.18E4  [-186 2.6E-11 9.43E-7]  [ 112 -10  81]
ST  2790-1  1.18E4  [   0 5.76E-2 9.79E-7]  [  80 -24  87]
ST  2790-2  1.18E4  [ -74 1.14E-5 9.60E-7]  [  98 -58  88]
ST  2790-3s 1.18E4  [-186 2.6E-11 9.81E-7]  [ 112  -9  91]
ST  2791-1  1.18E4  [   0 5.75E-2 9.79E-7]  [  80 -24  49]
ST  2791-2  1.18E4  [ -74 1.14E-5 9.62E-7]  [  97 -58  88]
ST  2791-3  1.18E4  [-186 2.6E-11 9.54E-7]  [ 112 -10  91]
ST  2792-1  1.18E4  [   0 5.75E-2 9.78E-7]  [  80 -24  87]
ST  2792-2  1.18E4  [ -74 1.14E-5 9.83E-7]  [  97 -58  88]
ST  2792-3  1.18E4  [-186 2.5E-11 9.53E-7]  [ 113 -10  91]
ST  2793-1  1.18E4  [   0 5.75E-2 9.76E-7]  [  80 -24  84]
ST  2793-2  1.18E4  [ -74 1.14E-5 9.69E-7]  [  98 -58  88]
ST  2793-3  1.18E4  [-186 2.6E-11 9.61E-7]  [ 109  -7  91]
ST  2794-1  1.18E4  [   0 5.75E-2 9.77E-7]  [  80 -24  87]
ST  2794-2  1.18E4  [ -74 1.14E-5 9.76E-7]  [  97 -58  88]
ST  2794-3  1.18E4  [-186 2.6E-11 9.44E-7]  [ 112 -10  91]
ST  2795-1  1.18E4  [   0 5.75E-2 9.76E-7]  [  80 -24  87]
ST  2795-2  1.18E4  [ -74 1.14E-5 9.61E-7]  [  97 -58  88]
ST  2795-3  1.18E4  [-186 2.5E-11 9.73E-7]  [ 112 -10  91]
ST  2796-1  1.18E4  [   0 5.75E-2 9.78E-7]  [  80 -24  87]
ST  2796-2  1.18E4  [ -74 1.14E-5 9.47E-7]  [  97 -58  89]
ST  2796-3  1.18E4  [-187 2.5E-11 9.35E-7]  [ 112 -10  91]
ST  2797-1  1.18E4  [   0 5.75E-2 9.78E-7]  [  80 -24  87]
ST  2797-2  1.18E4  [ -74 1.14E-5 9.96E-7]  [  96 -58  88]
ST  2797-3  1.18E4  [-186 2.6E-11 9.56E-7]  [ 115 -12  91]
ST  2798-1  1.18E4  [   0 5.75E-2 9.77E-7]  [  80 -24  87]
ST  2798-2  1.18E4  [ -74 1.13E-5 9.62E-7]  [  97 -58  88]
ST  2798-3  1.18E4  [-187 2.5E-11 9.46E-7]  [ 112  -9  91]
ST  2799-1  1.18E4  [   0 5.74E-2 9.80E-7]  [  80 -24  87]
ST  2799-2  1.18E4  [ -74 1.13E-5 9.93E-7]  [  97 -58  88]
ST  2799-3  1.18E4  [-187 2.5E-11 9.72E-7]  [ 112  -9  91]
ST  2800-1  1.18E4  [   0 5.74E-2 9.79E-7]  [  80 -24  87]
ST  2800-2  1.18E4  [ -74 1.13E-5 9.61E-7]  [  98 -58  88]
ST  2800-3s 1.18E4  [-186 2.5E-11 8.31E-7]  [ 112 -10  91]
ST  2801-1  1.18E4  [   0 5.74E-2 9.78E-7]  [  80 -24  49]
ST  2801-2  1.18E4  [ -74 1.13E-5 9.95E-7]  [  96 -58  88]
ST  2801-3  1.18E4  [-187 2.5E-11 9.27E-7]  [ 112 -11  91]
ST  2802-1  1.18E4  [   0 5.74E-2 9.78E-7]  [  80 -24  87]
ST  2802-2  1.18E4  [ -74 1.13E-5 9.39E-7]  [  96 -58  88]
ST  2802-3  1.18E4  [-186 2.6E-11 9.84E-7]  [ 113  -9  91]
ST  2803-1  1.18E4  [   0 5.74E-2 9.78E-7]  [  80 -24  87]
ST  2803-2  1.18E4  [ -74 1.13E-5 9.81E-7]  [  96 -58  89]
ST  2803-3  1.18E4  [-187 2.5E-11 9.66E-7]  [ 116 -12  91]
ST  2804-1  1.18E4  [   0 5.74E-2 9.78E-7]  [  80 -24  87]
ST  2804-2  1.18E4  [ -74 1.13E-5 9.65E-7]  [  96 -58  88]
ST  2804-3  1.18E4  [-187 2.5E-11 9.87E-7]  [ 114 -11  91]
ST  2805-1  1.18E4  [   0 5.74E-2 9.78E-7]  [  80 -24  87]
ST  2805-2  1.18E4  [ -74 1.13E-5 9.86E-7]  [  96 -58  88]
ST  2805-3  1.18E4  [-186 2.5E-11 9.59E-7]  [ 115 -11  91]
ST  2806-1  1.18E4  [   0 5.74E-2 9.72E-7]  [  80 -24  87]
ST  2806-2  1.18E4  [ -74 1.13E-5 9.53E-7]  [  97 -58  88]
ST  2806-3  1.18E4  [-187 2.5E-11 8.95E-7]  [ 112 -10  91]
ST  2807-1  1.18E4  [   0 5.73E-2 9.75E-7]  [  80 -24  87]
ST  2807-2  1.18E4  [ -74 1.13E-5 9.84E-7]  [  97 -58  87]
ST  2807-3  1.18E4  [-186 2.6E-11 9.12E-7]  [ 113 -11  91]
ST  2808-1  1.18E4  [   0 5.73E-2 9.77E-7]  [  80 -24  87]
ST  2808-2  1.18E4  [ -74 1.13E-5 9.63E-7]  [  97 -58  88]
ST  2808-3  1.18E4  [-187 2.5E-11 8.53E-7]  [ 112 -11  91]
ST  2809-1  1.18E4  [   0 5.73E-2 9.75E-7]  [  80 -24  87]
ST  2809-2  1.19E4  [ -74 1.13E-5 9.43E-7]  [  96 -58  88]
ST  2809-3  1.19E4  [-187 2.5E-11 9.39E-7]  [ 113 -10  91]
ST  2810-1  1.19E4  [   0 5.73E-2 9.74E-7]  [  80 -24  87]
ST  2810-2  1.19E4  [ -74 1.13E-5 9.45E-7]  [  97 -58  88]
ST  2810-3s 1.19E4  [-186 2.5E-11 9.83E-7]  [ 111  -8  81]
ST  2811-1  1.19E4  [   0 5.73E-2 9.75E-7]  [  80 -24  48]
ST  2811-2  1.19E4  [ -74 1.13E-5 9.49E-7]  [  97 -58  88]
ST  2811-3  1.19E4  [-187 2.5E-11 8.96E-7]  [ 112 -10  91]
ST  2812-1  1.19E4  [   0 5.73E-2 9.78E-7]  [  80 -24  87]
ST  2812-2  1.19E4  [ -74 1.13E-5 9.43E-7]  [  96 -58  88]
ST  2812-3  1.19E4  [-187 2.5E-11 9.69E-7]  [ 113 -10  91]
ST  2813-1  1.19E4  [   0 5.73E-2 9.74E-7]  [  80 -24  87]
ST  2813-2  1.19E4  [ -74 1.13E-5 9.82E-7]  [  97 -58  88]
ST  2813-3  1.19E4  [-187 2.5E-11 8.19E-7]  [ 113 -12  91]
ST  2814-1  1.19E4  [   0 5.73E-2 9.80E-7]  [  80 -24  87]
ST  2814-2  1.19E4  [ -74 1.13E-5 9.56E-7]  [  97 -58  88]
ST  2814-3  1.19E4  [-186 2.6E-11 9.10E-7]  [ 112 -10  91]
ST  2815-1  1.19E4  [   0 5.72E-2 9.81E-7]  [  80 -24  88]
ST  2815-2  1.19E4  [ -74 1.12E-5 9.78E-7]  [  97 -58  88]
ST  2815-3  1.19E4  [-186 2.6E-11 8.96E-7]  [ 112 -10  91]
ST  2816-1  1.19E4  [   0 5.72E-2 9.76E-7]  [  80 -24  87]
ST  2816-2  1.19E4  [ -74 1.12E-5 9.45E-7]  [  97 -58  88]
ST  2816-3  1.19E4  [-187 2.5E-11 8.45E-7]  [ 112 -11  91]
ST  2817-1  1.19E4  [   0 5.72E-2 9.79E-7]  [  80 -24  87]
ST  2817-2  1.19E4  [ -74 1.12E-5 9.71E-7]  [  97 -58  89]
ST  2817-3  1.19E4  [-186 2.6E-11 9.60E-7]  [ 111 -10  91]
ST  2818-1  1.19E4  [   0 5.72E-2 9.73E-7]  [  80 -24  87]
ST  2818-2  1.19E4  [ -74 1.12E-5 9.67E-7]  [  96 -58  88]
ST  2818-3  1.19E4  [-186 2.5E-11 9.46E-7]  [ 115 -11  91]
ST  2819-1  1.19E4  [   0 5.72E-2 9.75E-7]  [  80 -24  87]
ST  2819-2  1.19E4  [ -74 1.12E-5 9.88E-7]  [  95 -58  88]
ST  2819-3  1.19E4  [-186 2.5E-11 9.98E-7]  [ 112  -8  91]
ST  2820-1  1.19E4  [   0 5.72E-2 9.73E-7]  [  80 -24  87]
ST  2820-2  1.19E4  [ -74 1.12E-5 9.81E-7]  [  96 -58  88]
ST  2820-3s 1.19E4  [-186 2.5E-11 9.56E-7]  [ 113 -11  91]
ST  2821-1  1.19E4  [   0 5.72E-2 9.77E-7]  [  80 -24  49]
ST  2821-2  1.19E4  [ -74 1.12E-5 9.37E-7]  [  96 -58  88]
ST  2821-3  1.19E4  [-187 2.5E-11 9.91E-7]  [ 112 -10  91]
ST  2822-1  1.19E4  [   0 5.72E-2 9.70E-7]  [  80 -24  87]
ST  2822-2  1.19E4  [ -74 1.12E-5 9.45E-7]  [  96 -58  88]
ST  2822-3  1.19E4  [-186 2.5E-11 9.89E-7]  [ 112 -10  91]
ST  2823-1  1.19E4  [   0 5.71E-2 9.78E-7]  [  80 -24  87]
ST  2823-2  1.19E4  [ -74 1.12E-5 9.97E-7]  [  95 -58  88]
ST  2823-3  1.19E4  [-186 2.8E-11 8.64E-7]  [ 112  -9  91]
ST  2824-1  1.19E4  [   0 5.71E-2 9.77E-7]  [  80 -24  87]
ST  2824-2  1.19E4  [ -74 1.12E-5 9.59E-7]  [  96 -58  89]
ST  2824-3  1.19E4  [-186 2.7E-11 9.94E-7]  [ 114 -10  91]
ST  2825-1  1.19E4  [   0 5.71E-2 9.79E-7]  [  80 -24  87]
ST  2825-2  1.19E4  [ -74 1.12E-5 9.69E-7]  [  95 -58  88]
ST  2825-3  1.19E4  [-186 2.6E-11 8.99E-7]  [ 112  -9  91]
ST  2826-1  1.19E4  [   0 5.71E-2 9.76E-7]  [  80 -24  87]
ST  2826-2  1.19E4  [ -74 1.12E-5 9.87E-7]  [  95 -58  88]
ST  2826-3  1.19E4  [-186 2.5E-11 9.27E-7]  [ 113  -9  91]
ST  2827-1  1.19E4  [   0 5.71E-2 9.79E-7]  [  80 -24  87]
ST  2827-2  1.19E4  [ -74 1.12E-5 9.75E-7]  [  95 -58  88]
ST  2827-3  1.19E4  [-186 2.6E-11 9.58E-7]  [ 112  -9  91]
ST  2828-1  1.19E4  [   0 5.71E-2 9.76E-7]  [  80 -24  87]
ST  2828-2  1.19E4  [ -74 1.12E-5 9.75E-7]  [  95 -58  88]
ST  2828-3  1.19E4  [-186 2.5E-11 8.88E-7]  [ 113  -9  91]
ST  2829-1  1.19E4  [   0 5.71E-2 9.72E-7]  [  80 -24  87]
ST  2829-2  1.19E4  [ -74 1.12E-5 9.87E-7]  [  95 -58  88]
ST  2829-3  1.19E4  [-186 2.5E-11 9.91E-7]  [ 111  -8  91]
ST  2830-1  1.19E4  [   0 5.71E-2 9.72E-7]  [  80 -24  87]
ST  2830-2  1.19E4  [ -74 1.12E-5 9.59E-7]  [  96 -58  88]
ST  2830-3s 1.19E4  [-186 2.5E-11 9.73E-7]  [ 114 -11  91]
ST  2831-1  1.19E4  [   0 5.71E-2 9.72E-7]  [  80 -24  48]
ST  2831-2  1.19E4  [ -74 1.12E-5 9.79E-7]  [  96 -58  89]
ST  2831-3  1.19E4  [-186 2.5E-11 9.44E-7]  [ 114 -11  91]
ST  2832-1  1.19E4  [   0 5.70E-2 9.75E-7]  [  80 -24  87]
ST  2832-2  1.19E4  [ -74 1.12E-5 9.55E-7]  [  95 -58  88]
ST  2832-3  1.20E4  [-186 2.6E-11 9.09E-7]  [ 113  -9  91]
ST  2833-1  1.20E4  [   0 5.70E-2 9.69E-7]  [  80 -24  87]
ST  2833-2  1.20E4  [ -74 1.11E-5 9.64E-7]  [  95 -58  88]
ST  2833-3  1.20E4  [-187 2.5E-11 8.68E-7]  [ 113 -10  91]
ST  2834-1  1.20E4  [   0 5.70E-2 9.72E-7]  [  80 -24  87]
ST  2834-2  1.20E4  [ -74 1.11E-5 9.47E-7]  [  96 -58  88]
ST  2834-3  1.20E4  [-186 2.5E-11 9.71E-7]  [ 114 -10  91]
ST  2835-1  1.20E4  [   0 5.70E-2 9.77E-7]  [  80 -24  87]
ST  2835-2  1.20E4  [ -74 1.11E-5 9.39E-7]  [  95 -58  88]
ST  2835-3  1.20E4  [-186 2.5E-11 9.43E-7]  [ 112  -8  91]
ST  2836-1  1.20E4  [   0 5.70E-2 9.73E-7]  [  80 -24  87]
ST  2836-2  1.20E4  [ -74 1.11E-5 9.29E-7]  [  95 -58  88]
ST  2836-3  1.20E4  [-186 2.5E-11 9.31E-7]  [ 112  -7  91]
ST  2837-1  1.20E4  [   0 5.70E-2 9.75E-7]  [  80 -24  87]
ST  2837-2  1.20E4  [ -74 1.11E-5 9.67E-7]  [  96 -58  88]
ST  2837-3  1.20E4  [-186 2.5E-11 9.72E-7]  [ 116 -11  90]
ST  2838-1  1.20E4  [   0 5.70E-2 9.78E-7]  [  80 -24  87]
ST  2838-2  1.20E4  [ -74 1.11E-5 9.57E-7]  [  96 -58  89]
ST  2838-3  1.20E4  [-186 2.5E-11 9.63E-7]  [ 114 -10  91]
ST  2839-1  1.20E4  [   0 5.70E-2 9.80E-7]  [  80 -24  87]
ST  2839-2  1.20E4  [ -74 1.11E-5 9.72E-7]  [  95 -58  88]
ST  2839-3  1.20E4  [-187 2.5E-11 9.43E-7]  [ 112  -9  91]
ST  2840-1  1.20E4  [   0 5.69E-2 9.77E-7]  [  80 -24  87]
ST  2840-2  1.20E4  [ -74 1.11E-5 9.48E-7]  [  96 -58  88]
ST  2840-3s 1.20E4  [-186 2.5E-11 8.77E-7]  [ 112 -10  91]
ST  2841-1  1.20E4  [   0 5.69E-2 9.83E-7]  [  80 -24  48]
ST  2841-2  1.20E4  [ -74 1.11E-5 9.40E-7]  [  96 -58  88]
ST  2841-3  1.20E4  [-186 2.6E-11 9.68E-7]  [ 112 -10  91]
ST  2842-1  1.20E4  [   0 5.69E-2 9.83E-7]  [  80 -24  87]
ST  2842-2  1.20E4  [ -74 1.11E-5 9.82E-7]  [  96 -58  88]
ST  2842-3  1.20E4  [-186 2.5E-11 9.64E-7]  [ 115 -11  91]
ST  2843-1  1.20E4  [   0 5.69E-2 9.82E-7]  [  80 -24  87]
ST  2843-2  1.20E4  [ -74 1.11E-5 9.60E-7]  [  95 -58  88]
ST  2843-3  1.20E4  [-186 2.6E-11 9.65E-7]  [ 112  -8  91]
ST  2844-1  1.20E4  [   0 5.69E-2 9.90E-7]  [  80 -24  87]
ST  2844-2  1.20E4  [ -74 1.11E-5 9.47E-7]  [  96 -58  88]
ST  2844-3  1.20E4  [-186 2.5E-11 9.53E-7]  [ 115 -10  91]
ST  2845-1  1.20E4  [   0 5.69E-2 9.81E-7]  [  80 -24  87]
ST  2845-2  1.20E4  [ -74 1.11E-5 9.87E-7]  [  95 -58  89]
ST  2845-3  1.20E4  [-186 2.5E-11 9.25E-7]  [ 113 -10  91]
ST  2846-1  1.20E4  [   0 5.69E-2 9.83E-7]  [  80 -24  87]
ST  2846-2  1.20E4  [ -74 1.11E-5 9.56E-7]  [  96 -58  88]
ST  2846-3  1.20E4  [-187 2.5E-11 9.91E-7]  [ 113 -10  91]
ST  2847-1  1.20E4  [   0 5.69E-2 9.81E-7]  [  80 -24  87]
ST  2847-2  1.20E4  [ -74 1.11E-5 9.69E-7]  [  96 -58  88]
ST  2847-3  1.20E4  [-187 2.5E-11 9.11E-7]  [ 116 -11  91]
ST  2848-1  1.20E4  [   0 5.68E-2 9.82E-7]  [  80 -24  87]
ST  2848-2  1.20E4  [ -74 1.11E-5 9.46E-7]  [  97 -58  88]
ST  2848-3  1.20E4  [-186 2.5E-11 9.56E-7]  [ 111 -10  91]
ST  2849-1  1.20E4  [   0 5.68E-2 9.82E-7]  [  80 -24  87]
ST  2849-2  1.20E4  [ -74 1.11E-5 9.45E-7]  [  97 -58  88]
ST  2849-3  1.20E4  [-186 2.6E-11 9.71E-7]  [ 112  -9  91]
ST  2850-1  1.20E4  [   0 5.68E-2 9.80E-7]  [  80 -24  87]
ST  2850-2  1.20E4  [ -74 1.11E-5 9.61E-7]  [  97 -58  88]
ST  2850-3s 1.20E4  [-186 2.5E-11 8.49E-7]  [ 112 -11  91]
ST  2851-1  1.20E4  [   0 5.68E-2 9.80E-7]  [  80 -24  49]
ST  2851-2  1.20E4  [ -74 1.11E-5 9.99E-7]  [  96 -57  88]
ST  2851-3  1.20E4  [-186 2.6E-11 9.06E-7]  [ 116 -12  91]
ST  2852-1  1.20E4  [   0 5.68E-2 9.83E-7]  [  80 -24  87]
ST  2852-2  1.20E4  [ -74 1.10E-5 9.40E-7]  [  97 -58  89]
ST  2852-3  1.20E4  [-186 2.5E-11 9.87E-7]  [ 109  -7  91]
ST  2853-1  1.20E4  [   0 5.68E-2 9.86E-7]  [  80 -24  87]
ST  2853-2  1.20E4  [ -74 1.10E-5 9.83E-7]  [  96 -58  88]
ST  2853-3  1.20E4  [-187 2.5E-11 9.58E-7]  [ 114 -11  91]
ST  2854-1  1.20E4  [   0 5.68E-2 9.85E-7]  [  80 -24  87]
ST  2854-2  1.20E4  [ -74 1.10E-5 9.63E-7]  [  95 -58  88]
ST  2854-3  1.20E4  [-186 2.5E-11 9.84E-7]  [ 113  -8  91]
ST  2855-1  1.20E4  [   0 5.68E-2 9.80E-7]  [  80 -24  87]
ST  2855-2  1.20E4  [ -74 1.10E-5 9.57E-7]  [  95 -58  88]
ST  2855-3  1.20E4  [-186 2.5E-11 8.70E-7]  [ 113  -9  91]
ST  2856-1  1.21E4  [   0 5.67E-2 9.82E-7]  [  80 -24  87]
